date,Open,low,high,Close,hr hilo,time
2020:05:05-19:00:00,2552.9,2522.7,2581.7,2551.7,1.84%,15
2020:05:05-20:00:00,2551.2,2532.9,2568.8,2565.9,0.92%,16
2020:05:05-21:00:00,2566.1,2560.3,2651.3,2631.9,1.16%,17
2020:05:06-01:00:00,2684.2,2530.4,2684.8,2541.8,0.95%,18
2020:05:06-02:00:00,2542.3,2518.2,2561.8,2554.2,1.14%,19
2020:05:06-03:00:00,2554.7,2544.5,2592.7,2577.2,2.95%,20
2020:05:06-04:00:00,2576.9,2543.2,2593.6,2548.7,0.46%,21
2020:05:06-05:00:00,2549,2526.3,2565.1,2548.8,2.27%,22
2020:05:06-06:00:00,2546.9,2533.7,2570.5,2538.8,0.89%,23
2020:05:06-07:00:00,2538.5,2527,2565.7,2549.3,0.53%,0
2020:05:06-08:00:00,2549.1,2532.7,2563.3,2544.7,0.73%,1
2020:05:06-09:00:00,2544.2,2541.2,2660.6,2642.1,0.31%,2
2020:05:06-10:00:00,2643.1,2614.9,2655.7,2638.8,0.67%,3
2020:05:06-11:00:00,2639,2630.8,2658.7,2651.2,0.28%,4
2020:05:06-12:00:00,2650.6,2521.2,2657,2526.3,0.22%,5
2020:05:06-13:00:00,2527.1,2386.7,2537.3,2396.7,0.24%,6
2020:05:06-14:00:00,2397.1,2395.7,2517.9,2454.6,4.18%,13
2020:05:06-15:00:00,2453.4,2427.3,2533.1,2462.1,1.59%,14
2020:05:06-16:00:00,2461.8,2382.8,2469.7,2423.2,2.38%,15
2020:05:06-17:00:00,2423,2409.3,2463.8,2438.4,1.97%,16
2020:05:06-18:00:00,2438.6,2405.5,2469.8,2437.6,1.86%,17
2020:05:06-19:00:00,2437.9,2410.3,2508.2,2489.2,1.55%,18
2020:05:06-20:00:00,2488.9,2485.5,2532.4,2500.5,1.76%,19
2020:05:06-21:00:00,2500.7,2492.3,2510.5,2492.9,1.14%,20
2020:05:07-01:00:00,2463.3,2463.3,2527.2,2507.3,0.33%,21
2020:05:07-02:00:00,2507.1,2499.3,2534.7,2510.1,2.69%,22
2020:05:07-03:00:00,2510.4,2491.1,2516.8,2493.6,1.56%,23
2020:05:07-04:00:00,2493.4,2478.9,2498.9,2489.5,1.67%,0
2020:05:07-05:00:00,2489.3,2477.3,2515.8,2506.7,0.87%,1
2020:05:07-06:00:00,2505.7,2485.9,2520.3,2499.7,0.62%,2
2020:05:07-07:00:00,2499.5,2444.4,2500.6,2452.9,0.53%,3
2020:05:07-08:00:00,2452.6,2446.6,2499.9,2472.7,0.55%,4
2020:05:07-09:00:00,2472.3,2454.9,2516.9,2502.7,0.90%,5
2020:05:07-10:00:00,2503,2501,2668.8,2657,0.47%,6
2020:05:07-11:00:00,2656.8,2621.9,2714.9,2677.4,1.23%,7
2020:05:07-12:00:00,2677.2,2662.1,2728,2710.4,1.74%,8
2020:05:07-13:00:00,2710.1,2686.4,2732.3,2727.1,1.15%,9
2020:05:07-14:00:00,2727.3,2674,2737.9,2682.6,0.62%,10
2020:05:07-15:00:00,2683.1,2620.1,2688.6,2623.3,0.79%,11
2020:05:07-16:00:00,2623.1,2623.1,2688.8,2629.4,1.57%,12
2020:05:07-17:00:00,2629.8,2564.3,2638.8,2577.2,1.51%,13
2020:05:07-18:00:00,2577.1,2471.8,2579.9,2509,2.47%,14
2020:05:07-19:00:00,2509.2,2389.6,2531.2,2423.6,2.52%,15
2020:05:07-20:00:00,2423.3,2389,2426,2413.6,1.89%,16
2020:05:07-21:00:00,2413.4,2409.9,2445,2431.1,1.61%,17
2020:05:08-01:00:00,2459.8,2450.4,2500.4,2490.3,2.74%,18
2020:05:08-02:00:00,2489.3,2487.8,2513.4,2495.9,2.46%,19
2020:05:08-03:00:00,2496.2,2467,2498.1,2489.1,0.84%,20
2020:05:08-04:00:00,2488.9,2468.5,2496.3,2482.2,0.46%,21
2020:05:08-05:00:00,2481.9,2479.7,2508.7,2498.9,1.29%,22
2020:05:08-06:00:00,2498.6,2485.1,2508.9,2506,1.14%,23
2020:05:08-07:00:00,2506.2,2506.2,2582.2,2536.6,1.20%,0
2020:05:08-08:00:00,2536.8,2514.6,2565.9,2548.1,1.27%,1
2020:05:08-09:00:00,2547.8,2464.7,2565.1,2503.6,0.86%,2
2020:05:08-10:00:00,2505.6,2498.4,2532.6,2505.2,0.69%,3
2020:05:08-11:00:00,2505,2482.2,2522.2,2489.6,0.43%,4
2020:05:08-12:00:00,2488.6,2431.6,2499.8,2478.2,0.88%,5
2020:05:08-13:00:00,2478.7,2449.2,2549.8,2488.3,1.06%,6
2020:05:08-14:00:00,2487.7,2482.8,2536.1,2516.2,0.97%,7
2020:05:08-15:00:00,2516.6,2447.9,2558.6,2490.4,1.60%,8
2020:05:08-16:00:00,2490.1,2476.8,2522.7,2501.3,0.92%,9
2020:05:08-17:00:00,2502.5,2477.1,2511.7,2490.6,0.91%,10
2020:05:08-18:00:00,2491.2,2481.3,2530.4,2524.7,1.03%,11
2020:05:08-19:00:00,2525,2499.4,2578.8,2549.3,1.20%,12
2020:05:08-20:00:00,2550,2530.2,2562.6,2551.2,1.76%,13
2020:05:08-21:00:00,2551.6,2545.9,2572.2,2555.9,1.38%,14
2020:05:08-21:00:00,2551.6,2545.9,2572.2,2555.9,1.25%,15
2020:05:10-23:00:00,2550.9,2517.1,2576.4,2540.6,1.86%,16
2020:05:11-00:00:00,2542.1,2537,2568.8,2550.8,0.90%,17
2020:05:11-01:00:00,2550.7,2491.9,2551.4,2497.9,1.19%,18
2020:05:11-02:00:00,2497.5,2479.1,2525.1,2520.8,1.88%,19
2020:05:11-03:00:00,2521.1,2508.7,2529.1,2527,0.75%,20
2020:05:11-04:00:00,2527.7,2524,2549.1,2547.1,0.56%,21
2020:05:11-05:00:00,2547,2541.3,2575.8,2550.2,1.43%,22
2020:05:11-06:00:00,2550.1,2507.9,2551.4,2511.2,1.45%,23
2020:05:11-07:00:00,2510.7,2501.3,2554.7,2541.9,1.03%,0
2020:05:11-08:00:00,2541.5,2505.9,2548.1,2508.1,4.37%,1
2020:05:11-09:00:00,2507.7,2487.6,2529.5,2497,1.85%,2
2020:05:11-10:00:00,2498.6,2472.1,2521.6,2515.6,0.83%,3
2020:05:11-11:00:00,2515.2,2492,2527.4,2512.6,1.95%,4
2020:05:11-12:00:00,2512.7,2484.3,2524.7,2492.2,1.08%,5
2020:05:11-13:00:00,2491.7,2491.7,2643.9,2564.4,0.94%,6
2020:05:11-14:00:00,2565.2,2564.9,2630,2577.8,1.27%,7
2020:05:11-15:00:00,2577.9,2563.1,2615.7,2565.1,1.53%,8
2020:05:11-16:00:00,2565.3,2512.3,2568.4,2536.5,0.98%,9
2020:05:11-17:00:00,2536.6,2511.1,2547.2,2530.3,0.57%,10
2020:05:11-18:00:00,2530.2,2497.1,2550.9,2508.2,0.55%,11
2020:05:11-19:00:00,2507.8,2454.9,2536.7,2529.7,0.00%,12
2020:05:11-20:00:00,2529.4,2522,2545.7,2536.4,3.82%,13
2020:05:11-21:00:00,2537.2,2506.5,2542.2,2515.8,2.05%,14
2020:05:12-01:00:00,2517.2,2493.1,2526.4,2511.4,2.23%,15
2020:05:12-02:00:00,2511.8,2500.7,2525.2,2512.5,5.31%,16
2020:05:12-03:00:00,2512.4,2505.8,2520.4,2507.7,5.89%,17
2020:05:12-04:00:00,2507.8,2496.1,2509.6,2505.8,2.51%,18
2020:05:12-05:00:00,2506.2,2495.8,2517.4,2511.3,3.11%,19
2020:05:12-06:00:00,2509.2,2506.5,2530.3,2521,1.89%,20
2020:05:12-07:00:00,2520.9,2502.4,2533.7,2526.4,2.17%,21
2020:05:12-08:00:00,2525.4,2519.5,2554.7,2545.9,2.82%,22
2020:05:12-09:00:00,2546.3,2530,2562.5,2547.8,1.97%,23
2020:05:12-10:00:00,2548.2,2544.4,2579.7,2575.1,1.03%,0
2020:05:12-11:00:00,2575.2,2572.3,2616.9,2611.8,2.25%,1
2020:05:12-12:00:00,2611.4,2602.9,2624.3,2615.8,1.43%,2
2020:05:12-13:00:00,2615.9,2588.8,2620.8,2608,1.08%,3
2020:05:12-14:00:00,2607.9,2587.8,2644.1,2607.4,4.45%,4
2020:05:12-15:00:00,2606.8,2575.2,2615,2599.9,2.77%,5
2020:05:12-16:00:00,2600.8,2567.6,2670.9,2606.1,2.13%,6
2020:05:12-17:00:00,2607.1,2604.1,2655.4,2653,3.32%,7
2020:05:12-18:00:00,2652,2622.7,2666.8,2630.3,2.67%,8
2020:05:12-19:00:00,2630.8,2605.9,2643.5,2634.9,2.20%,9
2020:05:12-20:00:00,2634.7,2609.4,2651.8,2612.6,0.87%,10
2020:05:12-21:00:00,2613.8,2561.5,2616.6,2575.1,1.23%,11
2020:05:12-23:00:00,2570.1,2548.9,2585.2,2566.3,4.01%,13
2020:05:13-01:00:00,2569.3,2555.4,2587.9,2575.8,2.73%,14
2020:05:13-02:00:00,2576.3,2567.8,2590.4,2576.1,3.09%,15
2020:05:13-03:00:00,2575.2,2573.7,2601.8,2598.9,2.70%,16
2020:05:13-04:00:00,2598.7,2590.4,2609.8,2594.3,2.50%,17
2020:05:13-05:00:00,2595.3,2589.3,2607.2,2605.2,2.24%,18
2020:05:13-06:00:00,2605.1,2578.6,2607.3,2583.6,6.89%,19
2020:05:13-07:00:00,2583.1,2578.6,2616.4,2607.5,1.94%,20
2020:05:13-08:00:00,2606.6,2561.6,2608.6,2564.7,4.10%,22
2020:05:13-09:00:00,2564.8,2544.7,2604.6,2588.6,7.94%,13
2020:05:13-10:00:00,2588.2,2576.6,2614.3,2599.6,4.46%,14
2020:05:13-11:00:00,2600.6,2597.3,2641.1,2628.5,2.71%,15
2020:05:13-12:00:00,2628.6,2621.4,2648.6,2621.9,2.91%,16
2020:05:13-13:00:00,2621.4,2609.7,2640.6,2621.8,1.95%,17
2020:05:13-14:00:00,2621.9,2586.6,2636.7,2593.4,2.64%,18
2020:05:13-15:00:00,2592.4,2571.3,2686.4,2593,5.52%,19
2020:05:13-16:00:00,2593.9,2558.9,2605.4,2589.7,2.16%,20
2020:05:13-17:00:00,2589.2,2556.9,2599.5,2557.8,0.55%,21
2020:05:13-18:00:00,2557.7,2546.4,2583.2,2555.5,2.07%,22
2020:05:13-19:00:00,2555.3,2516.2,2569.8,2563,1.26%,23
2020:05:13-20:00:00,2563.9,2559.3,2584.4,2580.4,2.63%,0
2020:05:13-21:00:00,2580.3,2580.3,2605.7,2585.2,2.02%,1
2020:05:14-01:00:00,2602,2568.6,2602,2578.6,1.85%,2
2020:05:14-02:00:00,2578,2550.5,2580,2572.5,1.03%,3
2020:05:14-03:00:00,2572,2553.7,2579.3,2577.8,2.89%,8
2020:05:14-04:00:00,2577.9,2568,2585.4,2578.7,3.21%,9
2020:05:14-05:00:00,2579.1,2577.5,2601.6,2592.3,3.71%,10
2020:05:14-06:00:00,2591.9,2577.5,2598.7,2595.1,3.01%,11
2020:05:14-07:00:00,2595,2574.5,2612.2,2607.9,1.65%,12
2020:05:14-08:00:00,2607.3,2603.8,2631.2,2617.1,4.36%,13
2020:05:14-09:00:00,2616.7,2604.3,2661.1,2640.3,2.52%,14
2020:05:14-10:00:00,2641.3,2629.2,2698.2,2691.5,3.18%,15
2020:05:14-11:00:00,2691.4,2665.5,2705.4,2677.6,3.70%,16
2020:05:14-12:00:00,2677.7,2636,2690.5,2643.1,2.37%,17
2020:05:14-13:00:00,2643.2,2610.1,2644.1,2636,2.86%,18
2020:05:14-14:00:00,2636.1,2621.6,2646.9,2632.7,3.12%,19
2020:05:14-15:00:00,2628.2,2624.2,2690.2,2684.3,2.18%,20
2020:05:14-16:00:00,2684.2,2658.4,2702.1,2667.3,0.56%,21
2020:05:14-17:00:00,2668.3,2661.5,2745.1,2734.1,1.93%,22
2020:05:14-18:00:00,2734.2,2720.2,2769.1,2754.9,2.29%,23
2020:05:14-19:00:00,2755,2744.4,2821,2770.1,1.68%,0
2020:05:14-20:00:00,2771,2763.4,2787.8,2787,1.00%,1
2020:05:14-21:00:00,2786.6,2783.8,2811.6,2791.6,1.94%,2
2020:05:15-01:00:00,2799.8,2745.3,2803.5,2750.9,1.56%,3
2020:05:15-02:00:00,2750,2749,2791.2,2782.2,0.58%,4
2020:05:15-03:00:00,2781.6,2770.2,2785.2,2778.2,1.03%,5
2020:05:15-04:00:00,2778.1,2774.3,2808.3,2804.4,0.06%,7
2020:05:15-05:00:00,2804.3,2789.3,2814.2,2811,3.20%,13
2020:05:15-06:00:00,2810,2806.3,2829.6,2826.5,2.55%,14
2020:05:15-07:00:00,2825.6,2824.5,2862.6,2847.2,1.86%,15
2020:05:15-08:00:00,2847.7,2847.7,2896.7,2879.6,3.56%,16
2020:05:15-09:00:00,2880.6,2836.7,2891.7,2838.7,3.13%,17
2020:05:15-10:00:00,2839.7,2793.1,2854.8,2801.1,2.93%,18
2020:05:15-11:00:00,2800.1,2791.1,2831.5,2802.6,4.82%,19
2020:05:15-12:00:00,2802.1,2783.5,2845,2834.8,2.27%,20
2020:05:15-13:00:00,2834.4,2819.8,2888.3,2882,0.58%,21
2020:05:15-14:00:00,2882.5,2829.7,2891.4,2867.6,4.13%,22
2020:05:15-15:00:00,2868,2846.6,2916.9,2856.2,2.11%,23
2020:05:15-16:00:00,2856.1,2831.5,2903.5,2901.5,2.29%,0
2020:05:15-17:00:00,2902.4,2895.5,2946.6,2920.4,1.85%,1
2020:05:15-18:00:00,2921.4,2912.5,2977.2,2958.5,4.10%,2
2020:05:15-19:00:00,2957.5,2932.7,2970.3,2952.8,2.32%,3
2020:05:15-20:00:00,2952.9,2952.9,2971,2964.8,1.60%,4
2020:05:15-21:00:00,2964.2,2954.2,2979.7,2973.2,1.59%,5
2020:05:18-01:00:00,3043.6,3036.6,3090.2,3074.6,2.61%,6
2020:05:18-02:00:00,3075.1,3059.2,3085.1,3069.7,2.28%,7
2020:05:18-03:00:00,3070.2,3058.7,3081.3,3071.4,2.81%,8
2020:05:18-04:00:00,3072.4,3034.8,3077.8,3041.8,2.05%,9
2020:05:18-05:00:00,3042.8,3037.8,3076.5,3069.9,1.11%,10
2020:05:18-06:00:00,3068.9,3060.9,3082.5,3069.9,2.05%,11
2020:05:18-07:00:00,3070.5,3062,3114.6,3100.6,1.97%,12
2020:05:18-08:00:00,3101.6,3084.2,3122.6,3111.7,3.33%,13
2020:05:18-09:00:00,3110.7,3086.1,3114.1,3092.8,3.50%,14
2020:05:18-10:00:00,3093.7,3093.7,3155.3,3141.8,3.59%,15
2020:05:18-11:00:00,3142.8,3137.8,3195.8,3195.3,2.22%,16
2020:05:18-12:00:00,3194.8,3173.8,3221.7,3200.7,2.14%,17
2020:05:18-13:00:00,3199.8,3175.8,3215.3,3202.8,1.71%,18
2020:05:18-14:00:00,3201.8,3190.8,3249.8,3211.9,2.22%,19
2020:05:18-15:00:00,3213.8,3191,3273.5,3259,2.08%,20
2020:05:18-16:00:00,3260,3242.2,3307.5,3267.1,0.41%,21
2020:05:18-17:00:00,3268.1,3108.8,3268.1,3180.4,1.34%,22
2020:05:18-18:00:00,3180.9,3129.7,3213.4,3161.6,1.25%,23
2020:05:18-19:00:00,3162.1,3145.6,3207.1,3187.1,1.20%,0
2020:05:18-20:00:00,3186.6,3181.2,3209.7,3198.2,1.95%,1
2020:05:18-21:00:00,3198.3,3195.7,3254.7,3237.8,1.48%,2
2020:05:19-01:00:00,3267.7,3253.7,3274.7,3263.8,0.65%,3
2020:05:19-02:00:00,3262.8,3205.8,3266.8,3225.9,1.39%,4
2020:05:19-03:00:00,3226.9,3146.1,3227.9,3166.1,0.66%,5
2020:05:19-04:00:00,3165.6,3113.8,3168.1,3160.2,2.08%,6
2020:05:19-05:00:00,3161.2,3159.8,3203.2,3200.2,1.65%,7
2020:05:19-06:00:00,3198.3,3157.5,3200.3,3193.3,2.19%,8
2020:05:19-07:00:00,3194.3,3166.4,3217.7,3183.3,0.85%,9
2020:05:19-08:00:00,3183.8,3183.8,3236.3,3192.5,1.70%,10
2020:05:19-09:00:00,3193.5,3172.6,3205.4,3184.5,1.67%,11
2020:05:19-10:00:00,3185.5,3139.7,3193.5,3144.8,2.36%,12
2020:05:19-11:00:00,3145.3,3138.8,3188.6,3175.6,2.86%,13
2020:05:19-12:00:00,3176.1,3169.7,3221.7,3176.8,1.99%,14
2020:05:19-13:00:00,3176.7,3172.9,3211,3195.9,2.76%,15
2020:05:19-14:00:00,3196.8,3189.9,3250.1,3218.6,2.30%,16
2020:05:19-15:00:00,3218.1,3162.3,3233.1,3186.3,1.64%,17
2020:05:19-16:00:00,3187.3,3130.3,3204.1,3136.3,3.42%,18
2020:05:19-17:00:00,3137.3,3123.5,3176.3,3169.4,3.12%,19
2020:05:19-18:00:00,3168.4,3132.5,3177.2,3173.2,1.80%,20
2020:05:19-19:00:00,3172.2,3169.2,3215,3183.1,1.91%,22
2020:05:19-20:00:00,3183.6,3176.3,3207,3191.2,2.26%,23
2020:05:19-21:00:00,3192.2,3157.2,3206.6,3188.6,1.35%,0
2020:05:20-01:00:00,3166.2,3160.7,3193.8,3180.5,0.97%,1
2020:05:20-02:00:00,3181.5,3177.5,3205.7,3196.7,0.88%,2
2020:05:20-03:00:00,3195.8,3190.8,3204.8,3193.9,1.24%,3
2020:05:20-04:00:00,3193.8,3191.9,3223.8,3212.9,0.97%,4
2020:05:20-05:00:00,3213.4,3209.9,3223.8,3221,1.51%,5
2020:05:20-06:00:00,3221.4,3191.2,3232.8,3203.2,1.14%,6
2020:05:20-07:00:00,3204.2,3174.2,3210.2,3191.2,1.85%,7
2020:05:20-08:00:00,3192.2,3165.2,3211.2,3166.1,1.10%,8
2020:05:20-09:00:00,3167,3167,3213.1,3205.2,1.53%,9
2020:05:20-10:00:00,3207.2,3204.1,3224.2,3216.2,1.21%,10
2020:05:20-11:00:00,3216.3,3196.9,3220.3,3219.4,1.66%,11
2020:05:20-12:00:00,3218.5,3213.4,3280.1,3263,7.45%,12
2020:05:20-13:00:00,3262.5,3254.2,3284,3272,6.26%,13
2020:05:20-14:00:00,3272.1,3266.1,3343.9,3335.9,2.52%,14
2020:05:20-15:00:00,3336.8,3299.8,3376.5,3324.1,3.10%,15
2020:05:20-16:00:00,3324.6,3270.2,3336,3306.9,4.06%,16
2020:05:20-17:00:00,3307.9,3270.1,3312.8,3306.5,3.23%,17
2020:05:20-18:00:00,3307,3287.3,3327.1,3316.1,1.92%,18
2020:05:20-19:00:00,3316.5,3312.1,3365.7,3356.2,2.96%,19
2020:05:20-20:00:00,3355.7,3348.9,3380.1,3365.3,1.36%,20
2020:05:20-21:00:00,3365.8,3349.2,3368.2,3355.1,0.84%,21
2020:05:21-01:00:00,3359.6,3346.5,3379.3,3367.4,1.59%,22
2020:05:21-02:00:00,3366.4,3349.7,3378.3,3356.6,1.55%,23
2020:05:21-03:00:00,3356.5,3352.7,3374,3372.5,1.33%,0
2020:05:21-04:00:00,3372.6,3364.2,3375.6,3369.6,1.83%,1
2020:05:21-05:00:00,3369.7,3368.6,3423.7,3416.3,1.12%,2
2020:05:21-06:00:00,3415.4,3407.2,3439.2,3422.1,1.88%,3
2020:05:21-07:00:00,3422.5,3404.8,3445.3,3422.3,1.13%,4
2020:05:21-08:00:00,3422.8,3397.9,3432.2,3397.9,1.33%,5
2020:05:21-09:00:00,3397.5,3384,3441.4,3431.5,1.50%,6
2020:05:21-10:00:00,3433.3,3414.6,3450.3,3416.5,0.75%,7
2020:05:21-11:00:00,3416.9,3407.5,3431.6,3428,1.17%,8
2020:05:21-12:00:00,3428.5,3399,3431.5,3400.1,0.78%,9
2020:05:21-13:00:00,3401,3398.1,3468.6,3438.7,0.84%,11
2020:05:21-14:00:00,3439.1,3425.8,3462.5,3430.5,1.35%,12
2020:05:21-15:00:00,3430.4,3394.3,3452.5,3404.1,2.41%,13
2020:05:21-16:00:00,3403.6,3331,3416,3381.1,1.95%,14
2020:05:21-17:00:00,3382,3347.4,3404,3349.5,2.02%,15
2020:05:21-18:00:00,3350.4,3349.4,3394.2,3378.1,1.36%,16
2020:05:21-19:00:00,3378,3369.2,3405.2,3381.3,1.42%,17
2020:05:21-20:00:00,3381.4,3381.4,3419.4,3398.4,2.31%,18
2020:05:21-21:00:00,3398.7,3391.4,3412.5,3394.9,2.06%,19
2020:05:22-01:00:00,3403,3386.2,3404.2,3400.7,1.32%,20
2020:05:22-02:00:00,3400.3,3342.4,3404.2,3353,0.64%,21
2020:05:22-03:00:00,3352.2,3288.8,3353,3295.7,1.79%,22
2020:05:22-04:00:00,3295.8,3076.5,3309.7,3188.7,1.91%,23
2020:05:22-05:00:00,3188.8,3175.5,3239.8,3183.5,1.43%,0
2020:05:22-06:00:00,3183.4,3137,3211.6,3183.1,1.05%,1
2020:05:22-07:00:00,3182.3,3182.2,3230.2,3198.9,0.88%,2
2020:05:22-08:00:00,3199.1,3146,3214.9,3160,0.84%,3
2020:05:22-09:00:00,3160.4,3142.6,3207.3,3200.5,2.09%,4
2020:05:22-10:00:00,3201.5,3189.5,3220.1,3203.6,2.30%,5
2020:05:22-11:00:00,3202.6,3164.7,3220.1,3182.6,1.43%,6
2020:05:22-12:00:00,3182.7,3180.7,3247.9,3242.8,1.88%,7
2020:05:22-13:00:00,3242,3240.8,3291.7,3260.7,1.73%,8
2020:05:22-14:00:00,3261.1,3255.3,3311.9,3268.3,1.40%,9
2020:05:22-15:00:00,3268.5,3221.6,3277.2,3266.4,3.92%,10
2020:05:22-16:00:00,3265.4,3261.9,3302.5,3289.4,1.87%,11
2020:05:22-17:00:00,3289.9,3280.4,3308.2,3287.6,1.34%,12
2020:05:22-18:00:00,3287.5,3287.5,3329.1,3308.2,3.28%,13
2020:05:22-19:00:00,3307.4,3300.2,3350.1,3335.2,3.03%,14
2020:05:22-20:00:00,3335.3,3332.5,3359,3350.1,1.12%,15
2020:05:22-21:00:00,3350.2,3330.1,3367.4,3357.3,2.49%,16
2020:05:24-23:00:00,3348.2,3254.9,3353.2,3299.1,1.95%,17
2020:05:25-00:00:00,3298.7,3287.5,3318.1,3297.2,1.70%,18
2020:05:25-01:00:00,3297.6,3297.6,3332.7,3315.6,4.23%,19
2020:05:25-02:00:00,3316,3278.6,3337.8,3318.8,1.11%,20
2020:05:25-03:00:00,3318.5,3312.1,3339.1,3338.7,0.31%,21
2020:05:25-04:00:00,3339.1,3338.6,3376.9,3367.8,1.15%,22
2020:05:25-05:00:00,3367.7,3354,3382.2,3359.8,0.79%,23
2020:05:25-06:00:00,3360.6,3337,3369.5,3354.9,1.56%,0
2020:05:25-07:00:00,3354.6,3352,3379.2,3362.7,1.52%,1
2020:05:25-08:00:00,3363.1,3342,3376.6,3355.9,1.17%,2
2020:05:25-09:00:00,3356.6,3335.2,3367.9,3364.1,1.62%,3
2020:05:25-10:00:00,3364.3,3345.6,3370.9,3352.2,0.84%,4
2020:05:25-11:00:00,3351.8,3342.1,3363.8,3358.9,1.00%,5
2020:05:25-12:00:00,3359.9,3350.3,3368.9,3352.3,0.71%,6
2020:05:25-13:00:00,3353.2,3348.5,3364.1,3349.5,1.10%,7
2020:05:25-14:00:00,3349.1,3339.1,3358.2,3353.3,1.01%,8
2020:05:25-15:00:00,3353.2,3342.5,3376,3374.2,0.84%,9
2020:05:25-16:00:00,3374.6,3364.2,3410.3,3397.1,1.08%,10
2020:05:25-17:00:00,3397,3373.3,3425.2,3380.1,1.36%,11
2020:05:25-18:00:00,3379,3379,3379,3379,2.68%,12
2020:05:26-01:00:00,3400,3381.6,3412.2,3411.3,3.72%,13
2020:05:26-02:00:00,3411.5,3398.5,3422.3,3409.4,1.93%,14
2020:05:26-03:00:00,3409.2,3407,3423.6,3416.8,2.07%,15
2020:05:26-04:00:00,3417.2,3412.4,3429.1,3426.1,1.27%,16
2020:05:26-05:00:00,3426.2,3426.1,3450.9,3443.6,1.90%,17
2020:05:26-06:00:00,3444.1,3438.1,3450.9,3444.2,1.43%,18
2020:05:26-07:00:00,3443.4,3437.3,3461.2,3455.1,2.86%,19
2020:05:26-08:00:00,3455.2,3445.1,3459,3447.3,0.70%,20
2020:05:26-09:00:00,3448,3386.4,3448,3404.8,0.41%,21
2020:05:26-10:00:00,3405.9,3401.2,3430.8,3416.9,1.29%,22
2020:05:26-11:00:00,3417.9,3404.2,3424.5,3421.9,1.27%,23
2020:05:26-12:00:00,3421.7,3408.8,3426.9,3415,1.60%,0
2020:05:26-13:00:00,3415.3,3405.5,3453.5,3449.8,0.88%,1
2020:05:26-14:00:00,3450.6,3426.3,3488.2,3429.1,0.77%,2
2020:05:26-15:00:00,3429.4,3389.9,3440.8,3413.1,0.83%,3
2020:05:26-16:00:00,3413.4,3357.6,3414.1,3358,0.73%,4
2020:05:26-17:00:00,3358.7,3348,3400.5,3400.4,1.44%,5
2020:05:26-18:00:00,3400.2,3389.4,3431.5,3394.1,0.96%,6
2020:05:26-19:00:00,3393.4,3388.7,3459.8,3421.3,1.00%,7
2020:05:26-20:00:00,3421.1,3402.7,3432,3422.5,0.73%,8
2020:05:26-21:00:00,3422.8,3419.1,3447.5,3425.5,0.95%,9
2020:05:27-01:00:00,3416.5,3386.6,3424.5,3408.6,1.22%,10
2020:05:27-02:00:00,3408,3402.2,3426.2,3407.1,1.18%,11
2020:05:27-03:00:00,3407.2,3393.5,3417.8,3415.8,1.23%,12
2020:05:27-04:00:00,3416,3415.1,3440.9,3429.9,2.00%,13
2020:05:27-05:00:00,3429.5,3423.5,3437.8,3432.9,1.09%,14
2020:05:27-06:00:00,3431.9,3411,3431.9,3413,1.46%,15
2020:05:27-07:00:00,3413.1,3375.2,3427.9,3382.2,1.11%,16
2020:05:27-08:00:00,3382.9,3363.6,3395.1,3376.5,1.51%,17
2020:05:27-09:00:00,3377.5,3362.1,3421.6,3417.6,0.85%,18
2020:05:27-10:00:00,3418.6,3407.6,3432.8,3429.9,3.37%,19
2020:05:27-11:00:00,3430.6,3396.1,3436.6,3404.8,0.82%,20
2020:05:27-12:00:00,3405,3382,3414,3389.7,1.93%,23
2020:05:27-13:00:00,3390,3348,3406.2,3349.8,1.06%,0
2020:05:27-14:00:00,3350.5,3331.2,3385,3334.9,0.83%,1
2020:05:27-15:00:00,3335.2,3231,3356.1,3249.3,0.72%,2
2020:05:27-16:00:00,3250,3241.3,3334.5,3322.5,0.69%,3
2020:05:27-17:00:00,3322.7,3319.8,3367.6,3340.2,0.98%,4
2020:05:27-18:00:00,3340.6,3298.4,3352.9,3305.6,1.20%,5
2020:05:27-19:00:00,3305.7,3254.7,3321.3,3272.2,1.38%,6
2020:05:27-20:00:00,3271.5,3262.8,3308.6,3297.2,1.56%,7
2020:05:27-21:00:00,3298.6,3189.8,3301.5,3233.9,2.40%,8
2020:05:28-01:00:00,3188.2,3186.5,3220.9,3201.5,1.38%,9
2020:05:28-02:00:00,3202.2,3189,3230.4,3219.1,1.21%,10
2020:05:28-03:00:00,3219.2,3175.6,3222.1,3190.1,0.77%,11
2020:05:28-04:00:00,3190,3143.6,3190.1,3149.9,0.69%,12
2020:05:28-05:00:00,3150.2,3145.1,3181,3173.6,1.35%,13
2020:05:28-06:00:00,3173,3167.5,3207.4,3198.2,1.66%,14
2020:05:28-07:00:00,3198,3184.3,3222.6,3200.4,1.91%,15
2020:05:28-08:00:00,3200.3,3169.3,3212,3200.7,1.46%,16
2020:05:28-09:00:00,3200.5,3175.2,3202.5,3200.4,0.93%,17
2020:05:28-10:00:00,3201.4,3199.4,3285.6,3235,0.76%,18
2020:05:28-11:00:00,3234.6,3223.5,3272.7,3259.7,1.28%,19
2020:05:28-12:00:00,3260.7,3259.4,3306.6,3295.1,1.50%,20
2020:05:28-13:00:00,3295.3,3239.8,3298.9,3280.8,0.61%,21
