date,Open,low,high,Close,hr hilo,time
2019:06:13-04:00:00,5122.6,5112.3,5131.3,5130.3,0.17%,2
2019:06:13-05:00:00,5129.3,5126.3,5158.1,5155.7,0.15%,3
2019:06:13-06:00:00,5155.3,5136.1,5178.3,5168.8,0.09%,4
2019:06:13-07:00:00,5168.6,5163.4,5330.4,5259.6,0.06%,5
2019:06:13-08:00:00,5259.4,5252.4,5282.2,5269.8,0.10%,6
2019:06:13-09:00:00,5269.6,5239.2,5296.8,5259.8,0.09%,7
2019:06:13-10:00:00,5259.4,5246.8,5291.5,5281,0.26%,8
2019:06:13-11:00:00,5281.1,5267.5,5293.7,5290.3,0.16%,9
2019:06:13-12:00:00,5290.1,5281.2,5329.9,5324.7,0.36%,10
2019:06:13-13:00:00,5323.9,5312.6,5361.5,5320.8,0.14%,11
2019:06:13-14:00:00,5321.2,5267.6,5338.6,5283.6,0.20%,12
2019:06:13-15:00:00,5283.4,5277.4,5317.2,5294.2,0.29%,13
2019:06:13-16:00:00,5294.4,5207.7,5311.2,5232.5,0.38%,14
2019:06:13-17:00:00,5233,5214.9,5253.3,5239.9,0.34%,15
2019:06:13-18:00:00,5239.5,5211.7,5263.1,5255.1,0.31%,16
2019:06:13-19:00:00,5254.9,5234.5,5310.9,5236,0.16%,17
2019:06:13-20:00:00,5236.5,5223.6,5244.6,5237.5,0.11%,18
2019:06:13-21:00:00,5237.1,5237.1,5255.7,5240.7,0.19%,19
2019:06:14-01:00:00,5227.8,5194.2,5229.6,5209.7,0.19%,20
2019:06:14-02:00:00,5209.8,5204.8,5251.9,5238.7,0.12%,21
2019:06:14-03:00:00,5238.9,5229.7,5268.3,5267.3,0.05%,22
2019:06:14-04:00:00,5267.8,5253.9,5290.2,5264,0.14%,23
2019:06:14-05:00:00,5263.8,5262,5277,5262.4,0.06%,0
2019:06:14-06:00:00,5262.6,5259,5280.4,5271.9,0.21%,1
2019:06:14-07:00:00,5272,5234.5,5275.9,5241.1,0.21%,2
2019:06:14-08:00:00,5240.5,5207.9,5248.9,5219.9,0.11%,3
2019:06:14-09:00:00,5220,5191,5233.1,5224.1,0.09%,4
2019:06:14-10:00:00,5224,5211.2,5237.2,5212.6,0.16%,5
2019:06:14-11:00:00,5212,5212,5236.2,5229.1,0.14%,6
2019:06:14-12:00:00,5229.2,5215.2,5244.6,5235.2,0.11%,7
2019:06:14-13:00:00,5235.1,5226.1,5254.3,5253.7,0.17%,8
2019:06:14-14:00:00,5253.3,5232.2,5275.7,5254.2,0.16%,9
2019:06:14-15:00:00,5254,5243,5312.2,5308.6,0.21%,10
2019:06:14-16:00:00,5308.2,5278.1,5311.2,5300.1,0.15%,11
2019:06:14-17:00:00,5300,5287,5306.1,5297.1,0.31%,12
2019:06:14-18:00:00,5297,5264,5300.1,5283,0.27%,13
2019:06:14-19:00:00,5284,5260.9,5321,5276.9,0.26%,14
2019:06:14-20:00:00,5276.4,5267.5,5282.4,5271,0.43%,15
2019:06:14-21:00:00,5270.9,5266.8,5274.5,5272.5,0.34%,16
2019:06:16-23:00:00,5263.7,5251.7,5295.9,5284.9,0.23%,17
2019:06:17-00:00:00,5285.4,5278.5,5292.4,5289.9,0.24%,18
2019:06:17-01:00:00,5290.4,5282.5,5295.4,5285.5,0.23%,19
2019:06:17-02:00:00,5286,5274.5,5294,5290.5,0.23%,20
2019:06:17-03:00:00,5290.9,5284,5297.4,5285,0.10%,21
2019:06:17-04:00:00,5285.5,5282.5,5293.5,5285.6,0.04%,22
2019:06:17-05:00:00,5285.5,5276.6,5286.6,5281.5,0.05%,23
2019:06:17-06:00:00,5281.1,5280.5,5291.6,5284.1,0.14%,0
2019:06:17-07:00:00,5284.6,5265.7,5284.6,5268.6,0.18%,1
2019:06:17-08:00:00,5267.7,5242.7,5268.7,5249.2,0.24%,2
2019:06:17-09:00:00,5248.7,5232.7,5258.7,5255.7,0.19%,3
2019:06:17-10:00:00,5255.2,5240.2,5262.7,5245.2,0.07%,4
2019:06:17-11:00:00,5244.7,5200.8,5248.7,5207.8,0.04%,5
2019:06:17-12:00:00,5208.2,5205.8,5225.8,5220.8,0.17%,6
2019:06:17-13:00:00,5221.8,5216.8,5258.8,5249.9,0.24%,7
2019:06:17-14:00:00,5248.9,5218.4,5254.9,5244.3,0.21%,8
2019:06:17-15:00:00,5243.9,5226.9,5272.9,5258.9,0.27%,9
2019:06:17-16:00:00,5258.4,5237,5269.9,5251,0.33%,10
2019:06:17-17:00:00,5251.1,5241.1,5264.1,5245.1,0.24%,11
2019:06:17-18:00:00,5245.6,5221.1,5258.1,5231.1,0.17%,12
2019:06:17-19:00:00,5230.1,5180.6,5236.1,5199.7,0.21%,13
2019:06:17-20:00:00,5200.2,5196.2,5217.2,5215.2,0.68%,14
2019:06:17-21:00:00,5216.2,5209.3,5221.3,5213.8,0.50%,15
2019:06:18-01:00:00,5208.4,5200.4,5216.4,5213.4,0.48%,16
2019:06:18-02:00:00,5212.4,5199.4,5220.4,5206.4,0.29%,17
2019:06:18-03:00:00,5205.4,5199.4,5207.5,5207.4,0.28%,18
2019:06:18-04:00:00,5207.5,5204.4,5212.5,5208.5,0.25%,19
2019:06:18-05:00:00,5207.5,5207.5,5215.5,5213.5,0.67%,20
2019:06:18-06:00:00,5212.5,5201.5,5213.5,5205.6,0.20%,21
2019:06:18-07:00:00,5205.5,5187.6,5205.6,5192.6,0.14%,22
2019:06:18-08:00:00,5191.6,5181.6,5201.6,5189.6,0.19%,23
2019:06:18-09:00:00,5190.6,5186.6,5223.6,5188.6,0.19%,0
2019:06:18-10:00:00,5188.7,5173.2,5195.6,5188.7,0.16%,1
2019:06:18-11:00:00,5187.7,5170.7,5202.7,5195.7,0.21%,2
2019:06:18-12:00:00,5195.2,5193.7,5214.8,5212.8,0.12%,3
2019:06:18-13:00:00,5213.8,5207.8,5249.8,5246.8,0.11%,4
2019:06:18-14:00:00,5245.8,5242.8,5346.8,5341.8,0.04%,5
2019:06:18-15:00:00,5342.8,5330.9,5440.9,5440.9,0.09%,6
2019:06:18-16:00:00,5439.9,5394.9,5450.9,5395.9,0.19%,7
2019:06:18-17:00:00,5396.9,5387.9,5411.9,5408.9,0.15%,8
2019:06:18-18:00:00,5407.9,5374.9,5411.9,5391,0.19%,9
2019:06:18-19:00:00,5390,5388,5430,5413,0.15%,10
2019:06:18-20:00:00,5412,5412,5432,5426,0.14%,11
2019:06:18-21:00:00,5425.5,5413.9,5435.5,5428,0.22%,12
2019:06:19-01:00:00,5440,5439.1,5457.1,5441.1,0.11%,13
2019:06:19-02:00:00,5440.1,5408.1,5441.1,5419.1,0.32%,14
2019:06:19-03:00:00,5420.1,5410.1,5431.1,5411.1,0.57%,15
2019:06:19-04:00:00,5412.1,5411.1,5421.1,5418.1,0.25%,16
2019:06:19-05:00:00,5418.2,5416.2,5428.2,5425.2,0.37%,17
2019:06:19-06:00:00,5424.2,5417.2,5431.2,5425.2,0.21%,18
2019:06:19-07:00:00,5424.2,5418.2,5441.2,5429.2,0.20%,19
2019:06:19-08:00:00,5428.2,5413.2,5439.2,5425.2,0.16%,20
2019:06:19-09:00:00,5426.2,5394.7,5438.2,5402.2,0.16%,21
2019:06:19-10:00:00,5401.2,5390.2,5412.2,5406.2,0.18%,23
2019:06:19-11:00:00,5407.2,5396.2,5421.2,5412.2,0.14%,0
2019:06:19-12:00:00,5411.2,5399.2,5414.2,5413.2,0.29%,1
2019:06:19-13:00:00,5412.2,5404.2,5419.2,5412.2,0.14%,2
2019:06:19-14:00:00,5411.2,5349.3,5411.2,5375.3,0.13%,3
2019:06:19-15:00:00,5376.3,5362.3,5451.3,5431.3,0.09%,4
2019:06:19-16:00:00,5432.3,5373.3,5432.3,5392.3,0.06%,5
2019:06:19-17:00:00,5393.3,5381.4,5414.3,5391.3,0.12%,6
2019:06:19-18:00:00,5390.4,5360.4,5397.3,5379.3,0.13%,7
2019:06:19-19:00:00,5379.9,5366.3,5432.2,5430.2,0.17%,8
2019:06:19-20:00:00,5429.7,5421.7,5463.2,5462.2,0.14%,9
2019:06:19-21:00:00,5461.2,5437.1,5461.2,5437.3,0.12%,10
2019:06:20-01:00:00,5461.3,5458.3,5479.3,5468.3,0.10%,11
2019:06:20-02:00:00,5469.3,5453.3,5493.3,5468.3,0.05%,12
2019:06:20-03:00:00,5467.4,5454.3,5469.4,5456.4,0.09%,13
2019:06:20-04:00:00,5455.4,5450.8,5474.4,5469.3,0.10%,14
2019:06:20-05:00:00,5468.8,5464.8,5473.3,5469.2,0.08%,15
2019:06:20-06:00:00,5469.3,5465.2,5493.3,5490.4,0.09%,16
2019:06:20-07:00:00,5490.8,5474.8,5584.3,5559.3,0.09%,17
2019:06:20-08:00:00,5559.8,5530.8,5564.3,5536.3,0.05%,18
2019:06:20-09:00:00,5536.4,5522.8,5553.3,5537.3,0.03%,19
2019:06:20-10:00:00,5538.3,5538.3,5572.3,5548.4,0.04%,20
2019:06:20-11:00:00,5549.3,5542.2,5588.3,5580.3,0.01%,21
2019:06:20-12:00:00,5579.8,5575.8,5594.3,5587.3,0.01%,22
2019:06:20-13:00:00,5587.4,5560.3,5589.3,5566.4,0.16%,23
2019:06:20-14:00:00,5568.3,5568.3,5644.4,5607.3,0.08%,0
2019:06:20-15:00:00,5607.4,5605.7,5725.3,5697.3,0.17%,1
2019:06:20-16:00:00,5697.4,5680.2,5735.3,5687.4,0.16%,2
2019:06:20-17:00:00,5688.3,5663.4,5726.4,5683.5,0.09%,3
2019:06:20-18:00:00,5684.5,5676.5,5705.9,5690.5,0.05%,4
2019:06:20-19:00:00,5690.6,5663.5,5725.8,5714.9,0.05%,5
2019:06:20-20:00:00,5715.9,5707.4,5722.5,5716.5,0.10%,6
2019:06:20-21:00:00,5716,5711.5,5725.5,5715.5,0.16%,7
2019:06:20-23:00:00,5745.9,5730.5,5776.8,5734,0.20%,8
2019:06:21-01:00:00,5742.5,5729.4,5754.5,5738.5,0.29%,9
2019:06:21-02:00:00,5737.5,5721.5,5748.5,5736.6,0.21%,10
2019:06:21-03:00:00,5737.1,5732.6,5749.6,5737.6,0.21%,11
2019:06:21-04:00:00,5738.5,5693.6,5739.6,5704.6,0.25%,12
2019:06:21-05:00:00,5703.6,5681.6,5709.6,5685.6,0.22%,13
2019:06:21-06:00:00,5686.5,5665.5,5691.6,5671.5,0.40%,14
2019:06:21-07:00:00,5670.6,5664.5,5701.6,5695.6,0.44%,15
2019:06:21-08:00:00,5696.5,5688.2,5747.6,5736.6,0.36%,16
2019:06:21-09:00:00,5736.1,5709.7,5746.6,5720.6,0.15%,17
2019:06:21-10:00:00,5718.7,5706.7,5727.6,5720.6,0.13%,18
2019:06:21-11:00:00,5719.6,5714.7,5796.7,5784.6,0.36%,19
2019:06:21-12:00:00,5783.7,5738.8,5788.6,5747.9,0.62%,20
2019:06:21-13:00:00,5747.8,5723.9,5755.7,5742.8,0.21%,21
2019:06:21-14:00:00,5741.8,5703.3,5749.7,5737.8,0.07%,22
2019:06:21-15:00:00,5737.7,5729.7,5773.6,5745.6,0.15%,23
2019:06:21-16:00:00,5744.7,5722.5,5765.7,5750.6,0.12%,0
2019:06:21-17:00:00,5749.6,5734.7,5764.6,5749.7,0.43%,1
2019:06:21-18:00:00,5750.7,5743.7,5762.7,5753.6,0.20%,2
2019:06:21-19:00:00,5754.1,5728.7,5757.7,5746.7,0.12%,3
2019:06:21-20:00:00,5747.6,5746.8,5765.7,5764.7,0.09%,4
2019:06:21-21:00:00,5765.6,5756.8,5765.7,5758.2,0.09%,5
2019:06:23-23:00:00,5792.6,5761.2,5794.6,5772,0.21%,6
2019:06:24-00:00:00,5771.2,5762,5786.9,5782.1,0.40%,7
2019:06:24-01:00:00,5783,5771.5,5794.8,5786,0.23%,8
2019:06:24-02:00:00,5785,5764,5785,5781,0.17%,9
2019:06:24-03:00:00,5782,5771,5785,5779.1,0.23%,10
2019:06:24-04:00:00,5779,5775,5783.1,5781.1,0.19%,11
2019:06:24-05:00:00,5780.5,5780,5786.1,5783.1,0.21%,12
2019:06:24-06:00:00,5782.2,5776,5785.1,5777.1,0.16%,13
2019:06:24-07:00:00,5778,5772,5821.8,5810.9,0.36%,14
2019:06:24-08:00:00,5810.7,5781.8,5818,5783.9,0.39%,15
2019:06:24-09:00:00,5783.7,5771.9,5803.9,5786.9,0.98%,16
2019:06:24-10:00:00,5787.8,5777.8,5802.8,5783.9,0.38%,17
2019:06:24-11:00:00,5784.7,5780.8,5802.8,5783.8,0.46%,18
2019:06:24-12:00:00,5783.9,5767.2,5788.9,5777,0.46%,19
2019:06:24-13:00:00,5776,5776,5798,5797,0.72%,20
2019:06:24-14:00:00,5797.1,5720.2,5799,5733,0.13%,21
2019:06:24-15:00:00,5733.9,5722.4,5758.2,5731.2,0.06%,22
2019:06:24-16:00:00,5731.3,5675.2,5734.2,5718.2,0.20%,23
2019:06:24-17:00:00,5718.3,5700.4,5727.1,5723.2,0.13%,0
2019:06:24-18:00:00,5724,5717.2,5755.1,5753,0.38%,1
2019:06:24-19:00:00,5753.9,5745.1,5796.7,5795.7,0.28%,2
2019:06:24-20:00:00,5794.9,5766.8,5801.7,5786.7,0.14%,3
2019:06:24-21:00:00,5786.9,5773.7,5787.7,5774.5,0.17%,4
2019:06:25-01:00:00,5781.3,5781.3,5793.7,5787.7,0.06%,5
2019:06:25-02:00:00,5786.9,5773.7,5796.7,5776.7,0.08%,6
2019:06:25-03:00:00,5775.9,5726,5782.7,5738.8,0.16%,7
2019:06:25-04:00:00,5739.7,5719.8,5741.7,5728.7,0.18%,8
2019:06:25-05:00:00,5728.8,5728.8,5744.9,5732.7,0.10%,9
2019:06:25-06:00:00,5733.5,5730.7,5765.7,5764.9,0.10%,10
2019:06:25-07:00:00,5764.2,5759.7,5795.7,5775.7,0.21%,11
2019:06:25-08:00:00,5775.6,5764.5,5786.6,5765.6,0.09%,12
2019:06:25-09:00:00,5766.5,5765.7,5809.6,5781.6,0.21%,13
2019:06:25-10:00:00,5781.7,5777.5,5800.5,5779.5,0.29%,14
2019:06:25-11:00:00,5778.6,5743.5,5780.6,5763.6,0.42%,15
2019:06:25-12:00:00,5763.5,5750.5,5783.7,5783.7,0.25%,16
2019:06:25-13:00:00,5782.9,5777.7,5794.5,5781.8,0.37%,17
2019:06:25-14:00:00,5782.5,5766.9,5832.5,5809.9,0.28%,18
2019:06:25-15:00:00,5809.8,5755,5836.8,5778.2,0.41%,19
2019:06:25-16:00:00,5777.4,5773.2,5833,5810.2,0.48%,20
2019:06:25-17:00:00,5810,5790.5,5814.2,5806.3,0.12%,21
2019:06:25-18:00:00,5806.5,5791.5,5822.2,5796.4,0.06%,22
2019:06:25-19:00:00,5795.5,5769.5,5803.4,5781.7,0.07%,23
2019:06:25-20:00:00,5782.5,5776.7,5789.7,5785.4,0.93%,0
2019:06:25-21:00:00,5784.6,5779.1,5883,5875.8,0.25%,1
2019:06:26-01:00:00,5879.3,5877,5901.6,5880.2,0.29%,2
2019:06:26-02:00:00,5880,5870.2,5888.9,5880.8,0.27%,3
2019:06:26-03:00:00,5879.8,5879.8,5888.9,5887.8,0.21%,4
2019:06:26-04:00:00,5887.1,5883.8,5909.8,5896.9,0.14%,5
2019:06:26-05:00:00,5897.1,5890,5904.1,5891,0.17%,6
2019:06:26-06:00:00,5891.8,5891,5911.7,5907.5,0.14%,7
2019:06:26-07:00:00,5907.6,5894.8,5912.1,5900.8,0.24%,8
2019:06:26-08:00:00,5900.1,5876.8,5907.8,5885,0.17%,9
2019:06:26-09:00:00,5884.1,5864.8,5895.1,5866.8,0.28%,10
2019:06:26-10:00:00,5866.1,5865.5,5893.7,5882.7,0.16%,11
2019:06:26-11:00:00,5883.5,5870.6,5887.1,5882.7,0.15%,12
2019:06:26-12:00:00,5882.6,5881.7,5894.9,5885.9,0.21%,13
2019:06:26-13:00:00,5886.1,5886,5907.7,5890,0.36%,14
2019:06:26-14:00:00,5890.7,5885.9,5948.4,5934.6,0.30%,15
2019:06:26-15:00:00,5934.9,5904.6,5991.4,5971.9,0.37%,16
2019:06:26-16:00:00,5971.7,5926.9,5972.9,5955.1,0.30%,17
2019:06:26-17:00:00,5955.5,5931.3,5959.1,5939.4,0.24%,18
2019:06:26-18:00:00,5940.1,5911.5,5952.4,5920.5,0.47%,19
2019:06:26-19:00:00,5920.7,5910.7,5949.4,5922.4,0.32%,20
2019:06:26-20:00:00,5922.8,5915.5,5927.4,5924.9,0.17%,21
2019:06:26-21:00:00,5925.2,5916.7,5928.3,5920.6,0.52%,23
2019:06:27-01:00:00,5896,5875.7,5898.1,5896.6,0.13%,0
2019:06:27-02:00:00,5895.6,5893.6,5922.6,5915.6,0.26%,1
2019:06:27-03:00:00,5916,5909.7,5926.7,5919.6,0.17%,2
2019:06:27-04:00:00,5920.6,5910.7,5922.1,5918.5,0.12%,3
2019:06:27-05:00:00,5917.7,5906.5,5918.5,5907.8,0.09%,4
2019:06:27-06:00:00,5908.5,5904.8,5919.8,5915.8,0.11%,5
2019:06:27-07:00:00,5916.5,5903.5,5917.6,5903.8,0.19%,6
2019:06:27-08:00:00,5904.5,5897.8,5918.8,5912.5,0.14%,7
2019:06:27-09:00:00,5912.4,5888.8,5917.5,5908.8,0.36%,8
2019:06:27-10:00:00,5908.6,5877.7,5909.6,5884.7,0.24%,9
2019:06:27-11:00:00,5883.7,5860.9,5884.9,5881.8,0.24%,10
2019:06:27-12:00:00,5881.9,5867,5889.1,5877.3,0.20%,11
2019:06:27-13:00:00,5877.5,5877.5,5912.1,5908.1,0.17%,12
2019:06:27-14:00:00,5909.1,5897,5949.4,5932.4,0.25%,13
2019:06:27-15:00:00,5932.3,5915.8,5963.5,5927.8,0.54%,14
2019:06:27-16:00:00,5928.5,5912.6,5949.6,5931.7,0.96%,15
2019:06:27-17:00:00,5931.6,5930.6,5972.3,5948.4,0.40%,16
2019:06:27-18:00:00,5948.3,5934.3,5952.3,5947.3,0.43%,17
2019:06:27-19:00:00,5946.8,5918.6,5958.3,5923.6,0.76%,18
2019:06:27-20:00:00,5923.7,5918.4,5930.3,5924.6,0.64%,19
2019:06:27-21:00:00,5924.4,5924.4,5938.3,5928.4,0.62%,20
2019:06:28-01:00:00,5936.6,5936.3,5948.5,5941.5,0.41%,21
2019:06:28-02:00:00,5942.2,5929.3,5953.5,5935.3,0.14%,22
2019:06:28-03:00:00,5935.5,5900.5,5936.3,5909.3,0.16%,23
2019:06:28-04:00:00,5908.8,5905.3,5919.6,5917.5,0.20%,0
2019:06:28-05:00:00,5918.3,5911.6,5919.5,5914.5,0.18%,1
2019:06:28-06:00:00,5913.6,5901.3,5919.3,5907.3,0.20%,2
2019:06:28-07:00:00,5908,5905.3,5922.2,5910.3,0.19%,3
2019:06:28-08:00:00,5909.5,5909.3,5930.5,5925.5,0.16%,4
2019:06:28-09:00:00,5925.7,5910.7,5929.5,5920.5,0.12%,5
2019:06:28-10:00:00,5920.9,5912.4,5949.7,5942.4,0.10%,6
2019:06:28-11:00:00,5941.5,5939.4,5957.4,5943.4,0.22%,7
2019:06:28-12:00:00,5943.5,5940.4,5964.7,5954.5,0.47%,8
2019:06:28-13:00:00,5954.4,5949.4,5965.5,5952.5,0.24%,9
2019:06:28-14:00:00,5952.7,5898.9,5979.4,5907.7,0.18%,10
2019:06:28-15:00:00,5908.4,5892,5925.7,5902.7,0.18%,11
2019:06:28-16:00:00,5902.4,5896,5944.7,5935.7,0.35%,12
2019:06:28-17:00:00,5936,5926.9,5951.4,5928.7,0.21%,13
2019:06:28-18:00:00,5928.9,5918.1,5934.4,5928.6,0.30%,14
2019:06:28-19:00:00,5928.7,5791.1,5936.4,5799.9,0.56%,15
2019:06:28-20:00:00,5800.6,5775.7,5809.4,5799.3,0.37%,16
2019:06:28-21:00:00,5799.6,5792.8,5822.4,5818.6,0.36%,17
2019:06:30-23:00:00,5970.8,5930.7,6007,5939.5,0.24%,18
2019:07:01-00:00:00,5939.3,5933.3,5954.3,5954.3,0.20%,19
2019:07:01-01:00:00,5953.7,5944.5,5980.8,5944.5,0.40%,20
2019:07:01-02:00:00,5945.1,5942.7,5970.5,5969.7,0.15%,21
2019:07:01-03:00:00,5968.7,5963.7,5973.7,5967.7,0.30%,22
2019:07:01-04:00:00,5967.9,5965.7,5991.2,5988.9,0.29%,23
2019:07:01-05:00:00,5989.7,5982.9,5994.1,5984.1,0.16%,0
2019:07:01-06:00:00,5983.1,5982.1,6012.7,6008.2,0.16%,1
2019:07:01-07:00:00,6008.4,5994,6011.2,5998.7,0.12%,2
2019:07:01-08:00:00,5999.7,5995.7,6028.2,6012.2,0.12%,3
2019:07:01-09:00:00,6012,6001.8,6020.2,6017,0.06%,4
2019:07:01-10:00:00,6017.2,5998.8,6019.2,6011.2,0.05%,5
2019:07:01-11:00:00,6010.6,5982.4,6013.2,5989.4,0.16%,6
2019:07:01-12:00:00,5989.6,5973.2,6022.2,6018.2,0.13%,7
2019:07:01-13:00:00,6018.8,5995.4,6025.2,6008.6,0.38%,8
2019:07:01-14:00:00,6007,5959,6007.6,5962.8,0.13%,9
2019:07:01-15:00:00,5963.4,5916.8,5972.1,5964.8,0.37%,10
2019:07:01-16:00:00,5965.4,5856.6,5975.8,5889.6,0.13%,11
2019:07:01-17:00:00,5890.2,5855.4,5910.1,5862.9,0.18%,12
2019:07:01-18:00:00,5863.4,5834.7,5881.7,5860.2,0.38%,13
2019:07:01-19:00:00,5859.8,5837.2,5930.7,5907.5,0.36%,14
2019:07:01-20:00:00,5908,5905.5,5930.5,5913.7,0.53%,15
2019:07:01-21:00:00,5912.5,5886.2,5923.7,5919,0.36%,16
2019:07:02-01:00:00,5874.7,5856.2,5884.7,5869.5,0.23%,17
2019:07:02-02:00:00,5869.7,5863.7,5900.7,5892.5,0.20%,18
2019:07:02-03:00:00,5893.5,5881.7,5898.5,5897.5,0.19%,19
2019:07:02-04:00:00,5897.7,5879.5,5897.7,5888.5,0.37%,20
2019:07:02-05:00:00,5887.5,5886.3,5904.3,5900.3,0.10%,21
2019:07:02-06:00:00,5900.5,5896.8,5928.3,5927.5,0.21%,22
2019:07:02-07:00:00,5927.8,5924.8,5944.5,5928.3,0.37%,23
2019:07:02-08:00:00,5929.3,5905.6,5931.3,5911,0.17%,0
2019:07:02-09:00:00,5911.2,5883,5914.2,5885.2,0.20%,1
2019:07:02-10:00:00,5885.5,5875.7,5905.7,5892,0.11%,2
2019:07:02-11:00:00,5892.2,5867.2,5903.3,5901,0.18%,3
2019:07:02-12:00:00,5901.3,5884.7,5916.8,5899.5,0.07%,4
2019:07:02-13:00:00,5899.2,5827.2,5904.7,5842.2,0.06%,5
2019:07:02-14:00:00,5842,5808.6,5891.7,5813.7,0.17%,6
2019:07:02-15:00:00,5814,5688.7,5828.2,5708.1,0.16%,7
2019:07:02-16:00:00,5707.7,5661.2,5731.9,5698.8,0.35%,8
2019:07:02-17:00:00,5698,5693.8,5735.2,5733,0.09%,9
2019:07:02-18:00:00,5732.5,5713.2,5739,5718.8,0.14%,10
2019:07:02-19:00:00,5718.2,5611.5,5725.2,5629.7,0.10%,11
2019:07:02-20:00:00,5630.3,5628.7,5679,5641,0.16%,12
2019:07:02-21:00:00,5641.2,5621.2,5654.5,5634.9,0.32%,13
2019:07:02-23:00:00,5658,5647,5672.5,5662.5,0.31%,14
2019:07:03-01:00:00,5659,5651.3,5669.3,5667,0.38%,15
2019:07:03-02:00:00,5666.8,5641.3,5680.6,5641.6,0.33%,16
2019:07:03-03:00:00,5640.8,5628.3,5665.1,5661.1,0.21%,17
2019:07:03-04:00:00,5660.3,5645.3,5662.1,5651.8,0.10%,18
2019:07:03-05:00:00,5652.1,5640.9,5652.1,5644.9,0.37%,19
2019:07:03-06:00:00,5645.1,5638.1,5654.1,5645.1,0.52%,20
2019:07:03-07:00:00,5645.9,5642.6,5668.6,5649.1,0.30%,21
2019:07:03-08:00:00,5648.4,5629.9,5656.4,5645.1,0.09%,22
2019:07:03-09:00:00,5645.9,5607.9,5656.4,5653.9,0.12%,23
2019:07:03-10:00:00,5654.4,5654.4,5683.9,5675.9,0.23%,0
2019:07:03-11:00:00,5675.4,5663.2,5687.9,5686.2,0.13%,1
2019:07:03-12:00:00,5686.7,5670.4,5689.4,5677.4,0.14%,2
2019:07:03-13:00:00,5677.2,5661.5,5681.4,5663.5,0.15%,3
2019:07:03-14:00:00,5664,5656.2,5715.5,5708,0.05%,4
2019:07:03-15:00:00,5707.5,5615.7,5708,5633,0.04%,5
2019:07:03-16:00:00,5633.5,5625.7,5668,5656.5,0.07%,6
2019:07:03-17:00:00,5656,5653,5696.8,5675.5,0.12%,7
2019:07:03-18:00:00,5675.3,5675,5731,5718,0.18%,8
2019:07:03-19:00:00,5718.3,5689.8,5746.8,5731.5,0.15%,9
2019:07:03-20:00:00,5732,5732,5743.3,5741.1,0.07%,10
2019:07:03-21:00:00,5740.8,5738.3,5749.6,5744.6,0.12%,11
2019:07:04-01:00:00,5745.1,5736.9,5760.4,5737.9,0.09%,12
2019:07:04-02:00:00,5737.1,5703.6,5737.1,5706.9,0.47%,13
2019:07:04-03:00:00,5707.6,5690.9,5710.9,5694.9,0.62%,14
2019:07:04-04:00:00,5695.7,5692.7,5704.9,5697.7,0.57%,15
2019:07:04-05:00:00,5697.9,5697.7,5710.2,5706.9,0.39%,16
2019:07:04-06:00:00,5706.7,5678.7,5707.2,5683.2,0.29%,17
2019:07:04-07:00:00,5683.7,5651.2,5684.7,5674.7,0.21%,18
2019:07:04-08:00:00,5674.2,5663.5,5678.2,5675,0.19%,19
2019:07:04-09:00:00,5674.7,5665,5705,5699,0.28%,20
2019:07:04-10:00:00,5699.2,5695.7,5725.5,5713.5,0.24%,21
2019:07:04-11:00:00,5713.8,5708.3,5721.5,5720.3,0.45%,23
2019:07:04-12:00:00,5720.5,5700.5,5727.5,5708.5,0.14%,0
2019:07:04-13:00:00,5708.3,5704.6,5719.6,5708.6,0.27%,1
2019:07:04-14:00:00,5708.8,5674.8,5715.3,5696.6,0.16%,2
2019:07:04-15:00:00,5696.8,5682.3,5706.1,5702.3,0.12%,3
2019:07:04-16:00:00,5702.8,5686.3,5712.1,5699.3,0.11%,4
2019:07:04-17:00:00,5699.1,5676.1,5704.3,5683.1,0.08%,5
2019:07:04-18:00:00,5683.6,5682.9,5685.2,5685.2,0.09%,6
2019:07:05-01:00:00,5682.7,5670.2,5687.2,5673.2,0.12%,7
2019:07:05-02:00:00,5674.2,5666.2,5685.5,5671.2,0.17%,8
2019:07:05-03:00:00,5671.7,5668.9,5679.2,5673.2,0.13%,9
2019:07:05-04:00:00,5673,5672,5678.2,5674,0.09%,10
2019:07:05-05:00:00,5675,5675,5684.5,5682.3,0.12%,11
2019:07:05-06:00:00,5682.5,5681,5690,5682,0.22%,12
2019:07:05-07:00:00,5681.5,5668,5687.3,5686.5,0.16%,13
2019:07:05-08:00:00,5686.3,5645.3,5687,5651.3,0.20%,14
2019:07:05-09:00:00,5650.6,5633.6,5668.8,5661.1,0.16%,15
2019:07:05-10:00:00,5660.9,5649.1,5677.9,5674.9,0.31%,16
2019:07:05-11:00:00,5675.6,5674.9,5702.2,5693.6,0.35%,17
2019:07:05-12:00:00,5694.1,5681.6,5699.9,5691.6,0.17%,18
2019:07:05-13:00:00,5691.9,5642.6,5692.6,5662.4,0.30%,19
2019:07:05-14:00:00,5662.1,5653.1,5773.1,5768.1,0.31%,20
2019:07:05-15:00:00,5767.8,5699.7,5777.3,5704.7,0.17%,21
2019:07:05-16:00:00,5705.1,5704.9,5736.7,5723,0.04%,22
2019:07:05-17:00:00,5722,5722,5745.7,5731,0.13%,23
2019:07:05-18:00:00,5731.4,5721.4,5761.7,5747.4,0.10%,0
